"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6E7GUBVV","journalArticle","","Ji, HZ, CY; Liu","State as Salesman: International Economic Engagement and Foreign News Coverage in China","POLITICAL COMMUNICATION","","","http://dx.doi.org/10.1080/10584609.2021.1960451","","How does an authoritarian regime cover news about foreign countries for its domestic audience? What accounts for the variation in news coverage received by different foreign countries? While existing literature points to political concerns at home, in this article, we argue that a regime's economic interests can also be a driving force: the desire to deepen its international economic engagement can motivate the regime to treat foreign countries differently in its news coverage. To test this argument, we examine foreign news coverage by China's state-run television network between 2003 and 2018. Combining textual and quantitative analysis, we find that countries with stronger economic ties with China receive more favorable news coverage. Moreover, the manipulation of coverage favorability is achieved through selective reporting: negative events such as armed conflicts receive less coverage when taking place in a country with close economic ties with China. These findings contribute to our understanding of international news flow, especially in a non-Western setting. They also demonstrate a pragmatic rather than political use of information control by an authoritarian government.","","2022-07-01T09:25:05Z","2022-07-01T09:25:05Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4285","","","","","","","",""
"2TZYIYTM","journalArticle","","Russell, FM","TWITTER AND NEWS GATEKEEPING Interactivity, reciprocity, and promotion in news organizations' tweets","DIGITAL JOURNALISM","","","http://dx.doi.org/10.1080/21670811.2017.1399805","","This study concerns Twitter use by 26 news entities with the largest online audiences in the United States. A quantitative content analysis compared interactive characteristics of posts on news organizations' main Twitter accounts. Most of the tweets included hyperlinks to articles posted on the news organizations' websites along with text about the articles and a photograph or other still image. Differences existed between news organizations in the use of such hyperlinks to their own websites, as well as socially and technically interactive functions of Twitter such as retweets, @mentions, hash tags, and multimedia. Tweets with interactive characteristics seemed intended mainly for the purpose of promoting news organizations' programming or content.","","2022-07-01T09:25:05Z","2022-07-01T09:25:05Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4285","","","","","","","",""
"VUWH4PPE","journalArticle","","Benkler, B, Y; Roberts, H; Faris, R; Solow-Niederman, A; Etling","Social Mobilization and the Networked Public Sphere: Mapping the SOPA-PIPA Debate","POLITICAL COMMUNICATION","","","http://dx.doi.org/10.1080/10584609.2014.986349","","This article investigates the public debate over proposed U.S. legislation designed to give prosecutors and copyright holders new tools to pursue suspected online copyright violations. We compiled, mapped, and analyzed a set of 9,757 stories published over 16 months relevant to the Combating Online Infringement and Counterfeits Act (COICA), Stop Online Piracy Act (SOPA), and PROTECT IP Act (PIPA). This study applies a mixed-methods approach that combines text and link analysis with human coding and informal interviews to map the evolution of the controversy over time and to analyze the mobilization, roles, and interactions of various actors. We find a vibrant, diverse, and decentralized networked public sphere that exhibited broad participation, leveraged topical expertise, and successfully reframed a debate and focused public sentiment to shape national public policy. A network of small-scale commercial tech media, nongovernmental organizations (NGOs), and individuals fulfilled the fourth estate function; traditional media then amplified the work of these actors. The campaign involved substantial experimentation and rapid development of mobilization strategies. We observe an increased public awareness of an agenda originating in the networked public sphere, which emerged successfully despite substantial expenditures attempting to produce a mass media narrative that favored the legislation. Moreover, we witness what we call an attention backbone, in which more trafficked sites amplify less-visible individual voices on specific subjects. The data suggest that, at least in this case, the networked public sphere enabled a dynamic public discourse that involved both individual and organizational participants and offered substantive discussion of complex issues contributing to affirmative political action.","","2022-07-01T09:25:06Z","2022-07-01T09:25:06Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4285","","","","","","","",""
"7WWGG5FT","journalArticle","","Nicholls, PD, T; Culpepper","Computational Identification of Media Frames: Strengths, Weaknesses, and Opportunities","POLITICAL COMMUNICATION","","","http://dx.doi.org/10.1080/10584609.2020.1812777","","With the availability of large volumes of electronic communications data and the increasing sophistication of computational techniques, the development of automated approaches for different kinds of framing analysis is an important goal of researchers. There is as yet no standard method for the unsupervised inductive identification of frames based upon the content of articles. Three groups of core approaches underlie a wide range of work in this area, and we compare three techniques based on these approaches against each other and against manual human analysts. The three techniques are a k-means clustering algorithm together with a sophisticated natural language processing (NLP)-based feature selection process; evolutionary factor analysis (EFA), a factor analysis approach; and the structural topic model (STM). We use two datasets - one very focused and one extremely broad - as examples of the kind of frame analysis problems readers may wish to attempt. Even in a highly targeted dataset, we find some distance between the frames generated by computational analysis and those manually produced by our human analysts. The details of each method have a substantial impact on frame quality and interpretation. We find that the STM approach is the most effective for our narrow-scope dataset, but that it returns definite topics, and not frames, when working on our very broad dataset. We also show that we can get results emphasizing different parts of the framing problem by combining parts of different methods as a multi-stage process, rather than viewing available methods as simple plug-and-play models.","","2022-07-01T09:25:06Z","2022-07-01T09:25:06Z","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\birkenls\Zotero\storage\Y62WAYED\Nicholls - Computational Identification of Media Frames Stre.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4285","","","","","","","",""
"8BU8ML39","journalArticle","","Welbers, M, K; Opgenhaffen","PRESENTING NEWS ON SOCIAL MEDIA Media logic in the communication style of newspapers on Facebook","DIGITAL JOURNALISM","","","http://dx.doi.org/10.1080/21670811.2018.1493939","","With the rising popularity of social media as news sources, a new common format element for presenting news has emerged: in addition to the classic headline, lead and picture, news organizations add a status message when they share their news articles on social media such as Twitter and Facebook. Based on media logic theory, we argue that the communication style of these messages is likely to be more interpersonal and subjective. To investigate this we used computational text analysis to compare status messages to headlines and leads, covering nine newspapers from the Netherlands and Flanders over a period of 2.5 years. We conclude that newspapers use status messages to add a subjective expression to news on social media, and call for research into how this takes shape and affects the audience.","","2022-07-01T09:25:06Z","2022-07-01T09:25:06Z","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\birkenls\Zotero\storage\FMBNJ7PU\Welbers - PRESENTING NEWS ON SOCIAL MEDIA Media logic in the.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4285","","","","","","","",""
"4IRGT8HJ","journalArticle","","Dobbrick, H, T; Jakob, J; Chan, CH; Wessler","Enhancing Theory-Informed Dictionary Approaches with Glass-box Machine Learning: The Case of Integrative Complexity in Social Media Comments","COMMUNICATION METHODS AND MEASURES","","","http://dx.doi.org/10.1080/19312458.2021.1999913","","Dictionary-based approaches to computational text analysis have been shown to perform relatively poorly, particularly when the dictionaries rely on simple bags of words, are not specified for the domain under study, and add word scores without weighting. While machine learning approaches usually perform better, they offer little insight into (a) which of the assumptions underlying dictionary approaches (bag-of-words, domain transferability, or additivity) impedes performance most, and (b) which language features drive the algorithmic classification most strongly. To fill both gaps, we offer a systematic assumption-based error analysis, using the integrative complexity of social media comments as our case in point. We show that attacking the additivity assumption offers the strongest potential for improving dictionary performance. We also propose to combine off-the-shelf dictionaries with supervised glass box machine learning algorithms (as opposed to the usual black box machine learning approaches) to classify texts and learn about the most important features for classification. This dictionary-plus-supervised-learning approach performs similarly well as classic full-text machine learning or deep learning approaches, but yields interpretable results in addition, which can inform theory development on top of enabling a valid classification.","","2022-07-01T09:25:06Z","2022-07-01T09:25:06Z","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\birkenls\Zotero\storage\YIN22X2D\Dobbrick - Enhancing Theory-Informed Dictionary Approaches wi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4285","","","","","","","",""
"GHQ6RQBF","journalArticle","","Pan, AA, J; Siegel","How Saudi Crackdowns Fail to Silence Online Dissent","AMERICAN POLITICAL SCIENCE REVIEW","","","http://dx.doi.org/10.1017/S0003055419000650","","Saudi Arabia has imprisoned and tortured activists, religious leaders, and journalists for voicing dissent online. This reflects a growing worldwide trend in the use of physical repression to censor online speech. In this paper, we systematically examine the consequences of imprisoning well-known Saudis for online dissent by analyzing over 300 million tweets as well as detailed Google search data from 2010 to 2017 using automated text analysis and crowd-sourced human evaluation of content. We find that repression deterred imprisoned Saudis from continuing to dissent online. However, it did not suppress dissent overall. Twitter followers of the imprisoned Saudis engaged in more online dissent, including criticizing the ruling family and calling for regime change. Repression drew public attention to arrested Saudis and their causes, and other prominent figures in Saudi Arabia were not deterred by the repression of their peers and continued to dissent online.","","2022-07-01T09:25:06Z","2022-07-01T09:25:06Z","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\birkenls\Zotero\storage\RNFVN3N8\Pan - How Saudi Crackdowns Fail to Silence Online Dissen.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4285","","","","","","","",""
"D2FN6XG2","journalArticle","","Rudkowsky, M, E; Haselmayer, M; Wastian, M; Jenny, M; Emrich, S; Sedlmair","More than Bags of Words: Sentiment Analysis with Word Embeddings","COMMUNICATION METHODS AND MEASURES","","","http://dx.doi.org/10.1080/19312458.2018.1455817","","Moving beyond the dominant bag-of-words approach to sentiment analysis we introduce an alternative procedure based on distributed word embeddings. The strength of word embeddings is the ability to capture similarities in word meaning. We use word embeddings as part of a supervised machine learning procedure which estimates levels of negativity in parliamentary speeches. The procedure's accuracy is evaluated with crowdcoded training sentences; its external validity through a study of patterns of negativity in Austrian parliamentary speeches. The results show the potential of the word embeddings approach for sentiment analysis in the social sciences.","","2022-07-01T09:25:06Z","2022-07-01T09:25:06Z","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\birkenls\Zotero\storage\K4XGGZU2\Rudkowsky - More than Bags of Words Sentiment Analysis with W.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4285","","","","","","","",""
"84JRI82U","journalArticle","","Lind, HG, F; Gruber, M; Boomgaarden","Content Analysis by the Crowd: Assessing the Usability of Crowdsourcing for Coding Latent Constructs","COMMUNICATION METHODS AND MEASURES","","","http://dx.doi.org/10.1080/19312458.2017.1317338","","Crowdsourcing platforms are commonly used for research in the humanities, social sciences and informatics, including the use of crowdworkers to annotate textual material or visuals. Utilizing two empirical studies, this article systematically assesses the potential of crowdcoding for lessmanifest contents of news texts, here focusing on political actor evaluations. Specifically, Study 1 compares the reliability and validity of crowdcoded data to that of manual content analyses; Study 2 proceeds to investigate the effects of material presentation, different types of coding instructions and answer option formats on data quality. We find that the performance of the crowd recommends crowdcoded data as a reliable and valid alternative to manually coded data, also for less manifest contents. While scale manipulations affected the results, minor modifications of the coding instructions or material presentation did not significantly influence data quality. In sum, crowdcoding appears a robust instrument to collect quantitative content data.","","2022-07-01T09:25:06Z","2022-07-01T09:25:06Z","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\birkenls\Zotero\storage\XEWSZP8M\Lind - Content Analysis by the Crowd Assessing the Usabi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4285","","","","","","","",""
"EE4AMXM8","journalArticle","","Osnabrugge, M, M; Ash, E; Morelli","Cross-Domain Topic Classification for Political Texts","POLITICAL ANALYSIS","","","http://dx.doi.org/10.1017/pan.2021.37","","We introduce and assess the use of supervised learning in cross-domain topic classification. In this approach, an algorithm learns to classify topics in a labeled source corpus and then extrapolates topics in an unlabeled target corpus from another domain. The ability to use existing training data makes this method significantly more efficient than within-domain supervised learning. It also has three advantages over unsupervised topic models: the method can be more specifically targeted to a research question and the resulting topics are easier to validate and interpret. We demonstrate the method using the case of labeled party platforms (source corpus) and unlabeled parliamentary speeches (target corpus). In addition to the standard within-domain error metrics, we further validate the cross-domain performance by labeling a subset of target-corpus documents. We find that the classifier accurately assigns topics in the parliamentary speeches, although accuracy varies substantially by topic. We also propose tools diagnosing cross-domain classification. To illustrate the usefulness of the method, we present two case studies on how electoral rules and the gender of parliamentarians influence the choice of speech topics.","","2022-07-01T09:25:06Z","2022-07-01T09:25:06Z","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\birkenls\Zotero\storage\TMMUKC2S\Osnabrugge - Cross-Domain Topic Classification for Political Te.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4286","","","","","","","",""
"CMSAFSB4","journalArticle","","van Atteveldt, M, W; van der Velden, MACG; Boukes","The Validity of Sentiment Analysis:Comparing Manual Annotation, Crowd-Coding, Dictionary Approaches, and Machine Learning Algorithms","COMMUNICATION METHODS AND MEASURES","","","http://dx.doi.org/10.1080/19312458.2020.1869198","","Sentiment is central to many studies of communication science, from negativity and polarization in political communication to analyzing product reviews and social media comments in other sub-fields. This study provides an exhaustive comparison of sentiment analysis methods, using a validation set of Dutch economic headlines to compare the performance of manual annotation, crowd coding, numerous dictionaries and machine learning using both traditional and deep learning algorithms. The three main conclusions of this article are that: (1) The best performance is still attained with trained human or crowd coding; (2) None of the used dictionaries come close to acceptable levels of validity; and (3) machine learning, especially deep learning, substantially outperforms dictionary-based methods but falls short of human performance. From these findings, we stress the importance of always validating automatic text analysis methods before usage. Moreover, we provide a recommended step-by-step approach for (automated) text analysis projects to ensure both efficiency and validity.","","2022-07-01T09:25:06Z","2022-07-01T09:25:06Z","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\birkenls\Zotero\storage\NXBVUX9R\van Atteveldt - The Validity of Sentiment AnalysisComparing Manua.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4286","","","","","","","",""
"GTHD4G34","journalArticle","","Lucas, D, C; Nielsen, RA; Roberts, ME; Stewart, BM; Storer, A; Tingley","Computer-Assisted Text Analysis for Comparative Politics","POLITICAL ANALYSIS","","","http://dx.doi.org/10.1093/pan/mpu019","","Recent advances in research tools for the systematic analysis of textual data are enabling exciting new research throughout the social sciences. For comparative politics, scholars who are often interested in non-English and possibly multilingual textual datasets, these advances may be difficult to access. This article discusses practical issues that arise in the processing, management, translation, and analysis of textual data with a particular focus on how procedures differ across languages. These procedures are combined in two applied examples of automated text analysis using the recently introduced Structural Topic Model. We also show how the model can be used to analyze data that have been translated into a single language via machine translation tools. All the methods we describe here are implemented in open-source software packages available from the authors.","","2022-07-01T09:25:06Z","2022-07-01T09:25:06Z","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\birkenls\Zotero\storage\7JWFF6ZS\Lucas - Computer-Assisted Text Analysis for Comparative Po.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4286","","","","","","","",""
