"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FG9R8CYJ","journalArticle","2021","Klein, Ofra; Pirro, Andrea L. P.","Reverting trajectories? UKIP’s organisational and discursive change after the Brexit referendum","Information, Communication & Society","","1369-118X, 1468-4462","10.1080/1369118X.2020.1792532","https://www.tandfonline.com/doi/full/10.1080/1369118X.2020.1792532","","2021-07-27","2022-07-04 14:49:01","2022-07-04 14:49:01","2022-07-04 14:49:00","1382-1400","","10","24","","Information, Communication & Society","Reverting trajectories?","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\BAJJ3GN2\Klein and Pirro - 2021 - Reverting trajectories UKIP’s organisational and .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFAM8W5Z","journalArticle","2022","Ballard, Andrew O.; DeTamble, Ryan; Dorsey, Spencer; Heseltine, Michael; Johnson, Marcus","Dynamics of Polarizing Rhetoric in Congressional Tweets","Legislative Studies Quarterly","","0362-9805, 1939-9162","10.1111/lsq.12374","https://onlinelibrary.wiley.com/doi/10.1111/lsq.12374","","2022-02-10","2022-07-04 14:49:02","2022-07-04 14:49:02","2022-07-04 14:49:01","lsq.12374","","","","","Legislative Studies Qtrly","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D82W7KDU","journalArticle","2017","Magin, Melanie; Podschuweit, Nicole; Haßler, Jörg; Russmann, Uta","Campaigning in the fourth age of political communication. A multi-method study on the use of Facebook by German and Austrian parties in the 2013 national election campaigns","Information, Communication & Society","","1369-118X, 1468-4462","10.1080/1369118X.2016.1254269","https://www.tandfonline.com/doi/full/10.1080/1369118X.2016.1254269","","2017-11-02","2022-07-04 14:49:03","2022-07-04 14:49:03","2022-07-04 14:49:03","1698-1719","","11","20","","Information, Communication & Society","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z778P5J8","journalArticle","2020","Bradshaw, Samantha; Howard, Philip N.; Kollanyi, Bence; Neudert, Lisa-Maria","Sourcing and Automation of Political News and Information over Social Media in the United States, 2016-2018","Political Communication","","1058-4609, 1091-7675","10.1080/10584609.2019.1663322","https://www.tandfonline.com/doi/full/10.1080/10584609.2019.1663322","","2020-03-03","2022-07-04 14:49:04","2022-07-04 14:49:04","2022-07-04 14:49:03","173-193","","2","37","","Political Communication","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\UP5AQBQE\Bradshaw et al. - 2020 - Sourcing and Automation of Political News and Info.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7WS6XFGE","journalArticle","2018","Johnson, April A.; LeFebvre, Rebecca","Contextual Predictors of Protest Behavior on Social Media: A #Ferguson Case Study","Journal of Information Technology & Politics","","1933-1681, 1933-169X","10.1080/19331681.2017.1354245","https://www.tandfonline.com/doi/full/10.1080/19331681.2017.1354245","","2018-01-02","2022-07-04 14:49:04","2022-07-04 14:49:04","2022-07-04 14:49:03","50-65","","1","15","","Journal of Information Technology & Politics","Contextual Predictors of Protest Behavior on Social Media","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YX4YQI2X","journalArticle","2020","Slapin, Jonathan B.; Kirkland, Justin H.","The Sound of Rebellion: Voting Dissent and Legislative Speech in the UK House of Commons","Legislative Studies Quarterly","","0362-9805, 1939-9162","10.1111/lsq.12251","https://onlinelibrary.wiley.com/doi/10.1111/lsq.12251","","2020-05","2022-07-04 14:49:05","2022-07-04 14:49:05","2022-07-04 14:49:01","153-176","","2","45","","Legislative Studies Quarterly","The Sound of Rebellion","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y73IASSR","journalArticle","2018","Bastos, Marco; Mercea, Dan","Parametrizing Brexit: mapping Twitter political space to parliamentary constituencies","Information, Communication & Society","","1369-118X, 1468-4462","10.1080/1369118X.2018.1433224","https://www.tandfonline.com/doi/full/10.1080/1369118X.2018.1433224","","2018-07-03","2022-07-04 14:49:06","2022-07-04 14:49:06","2022-07-04 14:49:00","921-939","","7","21","","Information, Communication & Society","Parametrizing Brexit","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\LPQP84J7\Bastos and Mercea - 2018 - Parametrizing Brexit mapping Twitter political sp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRV63G38","journalArticle","2021","Gilardi, Fabrizio; Shipan, Charles R.; Wüest, Bruno","Policy Diffusion: The Issue‐Definition Stage","American Journal of Political Science","","0092-5853, 1540-5907","10.1111/ajps.12521","https://onlinelibrary.wiley.com/doi/10.1111/ajps.12521","","2021-01","2022-07-04 14:49:06","2022-07-04 14:49:06","2022-07-04 14:49:00","21-35","","1","65","","American Journal of Political Science","Policy Diffusion","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\79NY33A8\Gilardi et al. - 2021 - Policy Diffusion The Issue‐Definition Stage.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCPT337H","journalArticle","2020","Nielsen, Richard A.","Women's Authority in Patriarchal Social Movements: The Case of Female Salafi Preachers","American Journal of Political Science","","0092-5853, 1540-5907","10.1111/ajps.12459","https://onlinelibrary.wiley.com/doi/10.1111/ajps.12459","","2020-01","2022-07-04 14:49:07","2022-07-04 14:49:07","2022-07-04 14:48:59","52-66","","1","64","","American Journal of Political Science","Women's Authority in Patriarchal Social Movements","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\PJXD5CDV\Nielsen - 2020 - Women's Authority in Patriarchal Social Movements.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYDJSHNW","journalArticle","2022","Gilardi, Fabrizio; Gessler, Theresa; Kubli, Maël; Müller, Stefan","Social Media and Political Agenda Setting","Political Communication","","1058-4609, 1091-7675","10.1080/10584609.2021.1910390","https://www.tandfonline.com/doi/full/10.1080/10584609.2021.1910390","","2022-01-02","2022-07-04 14:49:07","2022-07-04 14:49:07","2022-07-04 14:48:57","39-60","","1","39","","Political Communication","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\ZTWLGQ86\Gilardi et al. - 2022 - Social Media and Political Agenda Setting.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNXYDZVZ","journalArticle","2020","Miller, Blake; Linder, Fridolin; Mebane, Walter R.","Active Learning Approaches for Labeling Text: Review and Assessment of the Performance of Active Learning Approaches","Political Analysis","","1047-1987, 1476-4989","10.1017/pan.2020.4","https://www.cambridge.org/core/product/identifier/S1047198720000042/type/journal_article","Supervised machine learning methods are increasingly employed in political science. Such models require costly manual labeling of documents. In this paper, we introduce active learning, a framework in which data to be labeled by human coders are not chosen at random but rather targeted in such a way that the required amount of data to train a machine learning model can be minimized. We study the benefits of active learning using text data examples. We perform simulation studies that illustrate conditions where active learning can reduce the cost of labeling text data. We perform these simulations on three corpora that vary in size, document length, and domain. We find that in cases where the document class of interest is not balanced, researchers can label a fraction of the documents one would need using random sampling (or “passive” learning) to achieve equally performing classifiers. We further investigate how varying levels of intercoder reliability affect the active learning procedures and find that even with low reliability, active learning performs more efficiently than does random sampling.","2020-10","2022-07-04 14:49:08","2022-07-04 14:49:08","2022-07-04 14:48:57","532-551","","4","28","","Polit. Anal.","Active Learning Approaches for Labeling Text","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\KVXEZNZB\Miller et al. - 2020 - Active Learning Approaches for Labeling Text Revi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z568VWQ3","journalArticle","2021","Fuoli, Matteo; Clarke, Isobelle; Wiegand, Viola; Ziezold, Hendrik; Mahlberg, Michaela","Responding Effectively to Customer Feedback on Twitter: A Mixed Methods Study of Webcare Styles","Applied Linguistics","","0142-6001, 1477-450X","10.1093/applin/amaa046","https://academic.oup.com/applij/article/42/3/569/5956223","Abstract             Social media offer an unprecedented opportunity for companies to interact more closely with customers and market their products and services. But social media also present reputational risks as negative word-of-mouth can spread more quickly and widely through these platforms than ever before. This study investigates how companies respond to customer complaints on Twitter. We propose an innovative mixed methods approach (i) to identify the key features that mark the styles used by a sample of companies in their replies to customers and (ii) to determine the most effective strategies for responding to complaints. Our results reveal that an affective style, expressed through devices such as stance markers, emphatics, and amplifiers, elicits the most positive response from complainants, regardless of the formality of the message. The study advances our understanding of the features and effects of corporate social media discourse. It also provides business communication practitioners with linguistically grounded insights that can inform the development of appropriate strategies for dealing with negative word-of-mouth online.","2021-06-14","2022-07-04 14:49:08","2022-07-04 14:49:08","2022-07-04 14:48:56","569-595","","3","42","","","Responding Effectively to Customer Feedback on Twitter","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TAPTH962","journalArticle","2022","Müller, Philipp; Freudenthaler, Rainer","Right-Wing, Populist, Controlled by Foreign Powers? Topic Diversification and Partisanship in the Content Structures of German-Language Alternative Media","Digital Journalism","","2167-0811, 2167-082X","10.1080/21670811.2022.2058972","https://www.tandfonline.com/doi/full/10.1080/21670811.2022.2058972","","2022-04-07","2022-07-04 14:49:09","2022-07-04 14:49:09","2022-07-04 14:48:56","1-24","","","","","Digital Journalism","Right-Wing, Populist, Controlled by Foreign Powers?","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMAW3W85","journalArticle","2016","Jacobi, Carina; van Atteveldt, Wouter; Welbers, Kasper","Quantitative analysis of large amounts of journalistic texts using topic modelling","Digital Journalism","","2167-0811, 2167-082X","10.1080/21670811.2015.1093271","http://www.tandfonline.com/doi/full/10.1080/21670811.2015.1093271","","2016-01-02","2022-07-04 14:49:09","2022-07-04 14:49:09","2022-07-04 14:48:56","89-106","","1","4","","Digital Journalism","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEJHWGC9","journalArticle","2022","Dai, Yaoyao; Kustov, Alexander","When Do Politicians Use Populist Rhetoric? Populism as a Campaign Gamble","Political Communication","","1058-4609, 1091-7675","10.1080/10584609.2022.2025505","https://www.tandfonline.com/doi/full/10.1080/10584609.2022.2025505","","2022-05-04","2022-07-04 14:49:10","2022-07-04 14:49:10","2022-07-04 14:48:56","383-404","","3","39","","Political Communication","When Do Politicians Use Populist Rhetoric?","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XERR9ZWD","journalArticle","2021","Sebők, Miklós; Kacsuk, Zoltán","The Multiclass Classification of Newspaper Articles with Machine Learning: The Hybrid Binary Snowball Approach","Political Analysis","","1047-1987, 1476-4989","10.1017/pan.2020.27","https://www.cambridge.org/core/product/identifier/S1047198720000273/type/journal_article","Abstract             In this article, we present a machine learning-based solution for matching the performance of the gold standard of double-blind human coding when it comes to content analysis in comparative politics. We combine a quantitative text analysis approach with supervised learning and limited human resources in order to classify the front-page articles of a leading Hungarian daily newspaper based on their full text. Our goal was to assign items in our dataset to one of 21 policy topics based on the codebook of the Comparative Agendas Project. The classification of the imbalanced classes of topics was handled by a hybrid binary snowball workflow. This relies on limited human resources as well as supervised learning; it simplifies the multiclass problem to one of binary choice; and it is based on a snowball approach as we augment the training set with machine-classified observations after each successful round and also between corpora. Our results show that our approach provided better precision results (of over 80% for most topic codes) than what is customary for human coders and most computer-assisted coding projects. Nevertheless, this high precision came at the expense of a relatively low, below 60%, share of labeled articles.","2021-04","2022-07-04 14:49:11","2022-07-04 14:49:11","2022-07-04 14:48:56","236-249","","2","29","","Polit. Anal.","The Multiclass Classification of Newspaper Articles with Machine Learning","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\MXXIRQT8\Sebők and Kacsuk - 2021 - The Multiclass Classification of Newspaper Article.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D75XTZBB","journalArticle","2021","Palmer, Lindsay","Press Freedom during Covid-19: The Digital Discourses of the International Press Institute, Reporters Sans Frontières, and the Committee to Protect Journalists","Digital Journalism","","2167-0811, 2167-082X","10.1080/21670811.2021.1943480","https://www.tandfonline.com/doi/full/10.1080/21670811.2021.1943480","","2021-10-22","2022-07-04 14:49:11","2022-07-04 14:49:11","2022-07-04 14:48:55","1-19","","","","","Digital Journalism","Press Freedom during Covid-19","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEJGQLHA","journalArticle","2020","Kaiser, Jonas; Rauchfleisch, Adrian; Bourassa, Nikki","Connecting the (Far-)Right Dots: A Topic Modeling and Hyperlink Analysis of (Far-)Right Media Coverage during the US Elections 2016","Digital Journalism","","2167-0811, 2167-082X","10.1080/21670811.2019.1682629","https://www.tandfonline.com/doi/full/10.1080/21670811.2019.1682629","","2020-03-15","2022-07-04 14:49:12","2022-07-04 14:49:12","2022-07-04 14:48:55","422-441","","3","8","","Digital Journalism","Connecting the (Far-)Right Dots","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6R2JNY32","journalArticle","2021","Fong, Christian; Tyler, Matthew","Machine Learning Predictions as Regression Covariates","Political Analysis","","1047-1987, 1476-4989","10.1017/pan.2020.38","https://www.cambridge.org/core/product/identifier/S1047198720000388/type/journal_article","Abstract             In text, images, merged surveys, voter files, and elsewhere, data sets are often missing important covariates, either because they are latent features of observations (such as sentiment in text) or because they are not collected (such as race in voter files). One promising approach for coping with this missing data is to find the true values of the missing covariates for a subset of the observations and then train a machine learning algorithm to predict the values of those covariates for the rest. However, plugging in these predictions without regard for prediction error renders regression analyses biased, inconsistent, and overconfident. We characterize the severity of the problem posed by prediction error, describe a procedure to avoid these inconsistencies under comparatively general assumptions, and demonstrate the performance of our estimators through simulations and a study of hostile political dialogue on the Internet. We provide software implementing our approach.","2021-10","2022-07-04 14:49:14","2022-07-04 14:49:14","2022-07-04 14:48:56","467-484","","4","29","","Polit. Anal.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QS6QVZYN","journalArticle","2020","Trilling, Damian; van Hoof, Marieke","Between Article and Topic: News Events as Level of Analysis and Their Computational Identification","Digital Journalism","","2167-0811, 2167-082X","10.1080/21670811.2020.1839352","https://www.tandfonline.com/doi/full/10.1080/21670811.2020.1839352","","2020-11-25","2022-07-04 14:49:15","2022-07-04 14:49:15","2022-07-04 14:48:56","1317-1337","","10","8","","Digital Journalism","Between Article and Topic","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\D7SBLCYY\Trilling and van Hoof - 2020 - Between Article and Topic News Events as Level of.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
